hours_slept,study_duration_minutes,phone_pickups_last_hour,social_media_opens_last_hour,break_duration_minutes,subject_difficulty,current_time_of_day,caffeine_intake,previous_day_productivity,mood_level,target
6.6,28,2,2,6,2,20,1,4.2,7.2,Deep Focus
6.7,49,7,7,14,3,6,2,5.2,5.9,Study Crash Incoming
6.4,53,2,5,0,7,11,2,2.8,4.0,Study Crash Incoming
8.6,35,2,1,1,5,10,1,7.5,6.8,Deep Focus
8.8,133,0,1,5,9,6,1,10.0,5.5,Distracted
6.7,35,6,3,13,2,12,1,6.1,6.3,Deep Focus
4.0,126,6,2,2,10,19,1,8.4,4.2,Study Crash Incoming
7.9,57,16,13,3,5,19,1,5.5,6.9,Study Crash Incoming
7.8,18,7,6,10,6,19,2,3.3,8.0,Distracted
7.5,140,11,9,2,9,19,5,10.0,6.1,Study Crash Incoming
8.5,51,0,0,17,5,6,0,4.3,6.3,Deep Focus
5.3,16,7,4,10,2,11,0,7.9,7.2,Deep Focus
10.0,140,0,3,6,3,10,1,6.4,6.3,Deep Focus
5.6,99,24,9,5,10,6,1,8.4,2.7,Study Crash Incoming
8.1,29,2,2,3,1,19,1,5.9,7.0,Deep Focus
4.5,42,0,0,4,10,9,1,3.7,2.3,Study Crash Incoming
5.6,160,0,0,13,7,20,1,4.7,3.3,Study Crash Incoming
9.3,35,10,6,0,6,21,0,10.0,8.4,Distracted
6.6,61,3,2,8,4,8,2,6.6,2.4,Distracted
8.3,105,0,0,23,9,9,1,10.0,6.5,Deep Focus
7.4,36,5,4,20,1,17,0,5.3,3.9,Distracted
6.8,128,5,4,6,8,15,2,7.4,6.8,Study Crash Incoming
9.0,82,2,2,1,3,17,2,3.4,9.6,Deep Focus
6.6,58,0,5,2,4,9,1,6.1,3.7,Distracted
4.3,51,0,1,5,1,20,1,10.0,1.0,Distracted
5.8,121,1,1,2,6,6,1,4.4,4.7,Study Crash Incoming
7.8,92,3,2,1,2,8,3,4.6,4.7,Distracted
7.6,48,15,12,0,2,19,2,7.7,5.5,Study Crash Incoming
4.6,35,4,1,5,4,11,3,6.2,5.2,Distracted
5.9,38,0,2,16,5,11,1,9.8,6.2,Deep Focus
6.1,69,3,5,6,10,17,1,5.5,6.3,Study Crash Incoming
6.5,11,13,5,7,9,11,5,6.1,5.6,Study Crash Incoming
4.9,20,0,2,0,5,7,3,6.6,4.6,Distracted
6.1,174,0,0,3,6,16,3,3.8,5.3,Study Crash Incoming
5.9,101,0,0,2,8,19,1,3.4,4.4,Study Crash Incoming
8.2,94,3,1,9,4,18,0,3.2,6.2,Distracted
8.2,56,0,0,0,8,12,2,1.0,7.5,Deep Focus
6.8,29,20,13,9,7,10,3,5.8,4.6,Study Crash Incoming
6.4,64,9,6,1,8,10,1,3.4,5.7,Study Crash Incoming
7.2,12,0,1,0,10,10,2,4.9,5.1,Deep Focus
5.8,51,1,2,4,4,21,1,8.0,3.3,Distracted
5.3,10,1,0,5,1,11,4,4.1,6.6,Deep Focus
5.6,38,0,0,9,6,17,2,7.4,5.7,Deep Focus
6.0,240,6,5,0,4,19,1,2.8,5.5,Study Crash Incoming
5.3,33,6,5,8,1,7,0,4.6,2.7,Study Crash Incoming
7.2,80,1,1,4,2,20,0,9.5,4.9,Distracted
8.1,40,5,5,30,6,18,3,5.1,7.1,Deep Focus
4.6,12,4,4,11,10,22,0,8.6,4.1,Study Crash Incoming
7.0,10,1,2,14,4,7,2,10.0,8.8,Deep Focus
6.7,19,2,2,25,6,6,0,5.2,5.0,Deep Focus
7.5,25,13,10,11,2,21,2,4.7,4.3,Study Crash Incoming
7.0,40,12,6,2,2,7,2,1.7,4.3,Study Crash Incoming
4.8,26,7,5,17,8,21,2,6.6,2.6,Study Crash Incoming
5.1,55,1,1,17,7,17,2,6.8,3.9,Distracted
7.0,100,3,4,6,2,18,1,7.5,5.8,Study Crash Incoming
8.5,11,10,4,0,6,15,0,8.8,6.3,Distracted
4.0,18,1,1,2,6,20,4,3.9,5.7,Distracted
7.5,182,4,2,1,1,20,3,9.7,6.8,Study Crash Incoming
8.8,87,0,0,2,4,8,1,5.4,7.4,Deep Focus
6.8,20,3,2,9,9,20,2,6.7,4.7,Distracted
7.8,14,5,4,1,4,9,3,5.9,7.2,Distracted
5.9,125,27,10,0,8,13,2,4.5,7.3,Study Crash Incoming
6.8,152,2,1,21,7,8,0,3.6,7.5,Study Crash Incoming
4.6,54,13,12,1,1,9,2,6.4,3.4,Study Crash Incoming
4.0,56,7,4,2,10,10,2,4.1,4.2,Study Crash Incoming
8.4,15,4,3,1,10,10,2,5.6,5.2,Distracted
5.5,50,2,2,6,7,19,0,5.2,8.6,Distracted
6.3,58,7,3,2,2,23,2,5.3,3.9,Study Crash Incoming
4.9,176,10,4,4,9,8,0,2.4,6.1,Study Crash Incoming
4.9,21,1,2,0,1,20,1,1.0,4.4,Distracted
6.7,35,3,2,6,6,19,1,7.7,6.6,Deep Focus
5.9,48,4,3,1,5,10,2,8.3,5.1,Distracted
7.6,21,12,6,3,7,7,0,1.0,6.7,Study Crash Incoming
7.7,102,2,0,4,2,12,1,6.8,6.8,Deep Focus
7.5,30,4,7,3,9,16,2,6.4,8.9,Distracted
7.4,30,16,15,5,6,6,3,3.4,5.4,Study Crash Incoming
9.4,104,9,3,14,3,18,1,7.8,5.8,Distracted
5.4,15,0,2,2,4,21,6,8.3,5.0,Deep Focus
6.9,56,4,3,7,7,8,2,8.1,5.2,Distracted
8.7,31,11,3,5,2,20,2,9.5,4.6,Distracted
8.9,40,2,1,8,3,8,1,8.0,6.7,Deep Focus
4.9,49,4,2,1,10,10,1,4.3,3.7,Study Crash Incoming
6.5,88,11,9,5,9,23,2,6.0,4.0,Study Crash Incoming
9.0,66,3,3,1,4,6,1,6.8,5.8,Deep Focus
7.8,72,6,3,7,6,11,1,9.0,3.2,Study Crash Incoming
7.3,62,0,0,1,5,17,2,5.5,5.4,Deep Focus
6.7,49,4,6,1,3,6,4,4.7,6.0,Study Crash Incoming
6.4,128,0,0,3,3,10,0,2.7,5.1,Study Crash Incoming
7.4,13,4,2,6,2,23,1,7.7,1.9,Distracted
6.6,75,1,3,3,9,20,1,6.4,4.9,Study Crash Incoming
6.9,50,0,1,9,3,10,5,4.3,6.3,Deep Focus
7.1,22,3,2,1,2,19,1,7.5,5.0,Deep Focus
6.0,171,6,5,7,7,20,0,5.3,4.3,Study Crash Incoming
7.8,125,9,6,10,2,8,1,3.4,4.9,Study Crash Incoming
10.0,127,1,1,9,10,20,1,8.7,7.6,Distracted
4.3,34,1,0,4,9,17,3,1.9,3.3,Study Crash Incoming
7.5,62,30,15,10,5,10,3,6.3,6.7,Study Crash Incoming
5.9,82,3,2,4,2,9,0,5.8,4.5,Distracted
7.9,57,2,0,0,2,21,2,2.7,7.3,Deep Focus
7.1,70,0,0,3,9,15,1,6.7,5.6,Distracted
8.1,69,5,4,4,5,9,2,4.6,4.3,Distracted
8.8,44,1,0,0,6,8,2,9.4,7.0,Deep Focus
7.3,35,3,2,4,2,21,1,8.0,5.9,Deep Focus
8.7,35,0,0,0,9,8,1,6.4,6.7,Deep Focus
4.0,20,0,0,13,6,10,2,1.0,5.4,Deep Focus
9.4,114,0,0,0,1,19,2,4.9,5.1,Deep Focus
7.6,182,2,1,4,1,22,0,4.7,3.9,Study Crash Incoming
8.6,52,3,2,7,10,17,1,8.4,8.6,Deep Focus
5.2,55,1,2,15,1,20,3,6.4,5.0,Distracted
5.8,240,1,0,3,3,11,3,6.6,4.6,Study Crash Incoming
7.2,123,2,1,4,1,10,3,8.0,3.1,Distracted
7.0,98,10,5,2,1,20,2,9.3,3.3,Study Crash Incoming
7.4,26,2,1,8,9,20,2,8.9,4.0,Deep Focus
8.6,101,1,1,2,8,10,1,7.1,5.6,Deep Focus
4.4,16,1,3,8,4,19,1,5.5,4.6,Distracted
8.5,24,2,1,7,2,11,0,6.9,4.6,Deep Focus
7.0,57,0,2,18,3,7,2,5.9,4.2,Deep Focus
6.7,33,1,0,5,4,17,1,7.6,3.8,Deep Focus
4.8,42,2,5,2,8,21,5,4.9,3.3,Distracted
7.8,37,12,8,2,6,8,5,7.8,9.2,Study Crash Incoming
4.0,78,9,3,29,5,21,1,6.1,5.3,Study Crash Incoming
8.0,38,3,3,2,1,13,3,6.8,7.6,Deep Focus
4.8,44,2,2,8,2,14,1,3.6,4.6,Distracted
7.1,146,1,1,11,3,20,2,5.5,3.6,Distracted
6.8,128,2,3,17,3,20,3,6.9,5.0,Distracted
8.8,13,0,3,5,5,21,1,5.6,3.6,Deep Focus
6.7,28,1,0,32,9,18,1,1.3,6.5,Deep Focus
6.0,136,3,1,2,5,6,2,3.5,4.0,Study Crash Incoming
6.2,12,15,12,4,4,21,2,6.7,4.6,Study Crash Incoming
8.9,24,8,7,10,6,19,1,9.0,3.9,Distracted
7.8,67,8,3,20,1,10,2,5.5,6.1,Distracted
6.4,63,4,4,1,8,19,0,5.0,4.8,Study Crash Incoming
6.6,47,16,13,14,1,19,1,8.1,3.8,Study Crash Incoming
4.6,44,1,1,3,4,12,3,6.0,5.2,Distracted
7.6,80,0,0,5,10,16,1,7.5,5.8,Distracted
4.4,88,0,0,7,5,20,4,5.4,4.4,Distracted
8.1,109,0,0,23,8,17,3,5.2,7.3,Deep Focus
7.2,51,2,1,23,3,15,0,7.6,4.8,Deep Focus
10.0,20,6,3,7,9,12,2,7.3,7.7,Distracted
5.3,63,2,2,8,4,17,2,5.4,5.1,Distracted
6.8,91,6,4,44,3,6,0,3.8,6.6,Deep Focus
9.7,220,3,5,10,1,17,2,2.7,8.5,Study Crash Incoming
8.8,51,1,0,9,4,20,1,2.9,5.6,Deep Focus
6.0,35,2,3,5,6,18,1,4.7,4.5,Distracted
7.3,144,0,0,2,1,19,1,6.6,5.8,Distracted
7.0,12,0,0,2,2,14,2,2.7,4.8,Deep Focus
7.4,37,8,4,8,4,21,2,2.8,3.7,Study Crash Incoming
6.0,66,6,6,4,8,22,3,6.8,3.6,Study Crash Incoming
6.9,30,9,7,8,6,10,0,9.1,2.0,Study Crash Incoming
4.6,129,4,3,14,1,8,2,8.2,2.5,Study Crash Incoming
7.2,67,0,0,1,1,11,1,2.3,5.5,Deep Focus
7.7,236,16,7,1,1,12,1,6.8,10.0,Study Crash Incoming
6.7,45,0,0,19,4,19,1,7.9,4.3,Deep Focus
4.6,23,2,5,3,3,21,4,5.0,4.8,Distracted
8.5,134,0,0,14,2,11,5,5.5,6.3,Deep Focus
7.5,49,2,2,6,5,22,3,6.7,5.7,Deep Focus
5.9,103,0,1,8,6,11,3,7.0,3.7,Distracted
6.6,52,1,1,10,7,7,0,6.8,2.5,Distracted
4.7,18,6,4,6,10,23,0,7.4,5.5,Study Crash Incoming
5.5,17,1,0,2,7,10,1,6.4,2.9,Distracted
6.2,34,0,0,8,10,23,1,4.7,6.4,Distracted
8.8,17,4,1,32,10,10,0,5.1,6.0,Deep Focus
6.0,14,2,2,8,9,8,1,4.4,3.5,Distracted
8.0,189,1,0,0,4,9,2,5.1,5.2,Study Crash Incoming
6.2,25,2,2,2,1,11,2,7.1,7.9,Deep Focus
7.4,58,2,1,15,1,9,3,4.5,4.6,Deep Focus
6.8,11,6,4,12,9,10,1,8.1,5.0,Distracted
8.3,41,4,1,1,9,12,3,4.0,8.2,Distracted
6.2,25,1,1,10,4,18,0,6.4,6.0,Deep Focus
4.6,43,0,0,2,8,10,2,7.7,7.6,Distracted
4.9,131,1,3,15,5,9,1,6.9,6.1,Distracted
6.2,34,3,1,3,1,20,1,2.3,3.8,Distracted
5.1,79,6,4,6,7,19,3,6.3,6.4,Study Crash Incoming
7.6,29,5,1,6,1,22,0,4.5,2.2,Distracted
6.3,84,2,3,11,2,21,1,3.4,5.8,Deep Focus
10.0,19,6,6,15,5,10,1,6.4,6.2,Deep Focus
4.4,81,1,3,7,1,12,2,3.5,5.7,Distracted
7.3,89,0,0,2,4,9,3,6.5,8.5,Deep Focus
5.3,12,6,2,8,8,19,2,8.9,2.1,Study Crash Incoming
6.3,12,5,2,23,6,20,1,6.6,6.2,Deep Focus
7.2,70,0,4,36,1,21,4,5.5,6.4,Deep Focus
4.0,34,1,0,8,3,18,2,5.7,5.1,Distracted
7.4,129,11,10,0,10,10,2,7.8,4.4,Study Crash Incoming
9.9,240,5,3,1,10,12,0,5.4,7.4,Study Crash Incoming
6.3,56,1,1,2,10,21,2,5.1,3.2,Study Crash Incoming
7.4,66,1,2,9,6,18,3,4.1,6.5,Distracted
8.5,29,11,7,4,5,18,2,4.2,4.4,Study Crash Incoming
6.8,216,5,4,14,8,21,1,7.8,4.2,Study Crash Incoming
6.1,67,0,0,16,10,11,2,5.0,6.4,Deep Focus
4.0,51,0,0,13,2,11,1,7.1,3.3,Deep Focus
8.0,48,2,2,1,9,18,2,7.3,5.5,Distracted
6.8,15,5,3,6,7,10,1,4.1,4.2,Study Crash Incoming
5.5,77,3,1,11,2,19,2,4.4,5.1,Distracted
7.2,21,2,1,2,9,7,1,7.2,4.9,Distracted
6.1,21,7,6,4,1,7,1,6.3,3.5,Study Crash Incoming
6.2,80,3,2,2,1,10,0,5.6,4.3,Distracted
7.9,14,5,3,0,4,19,1,6.9,6.1,Distracted
5.0,54,0,0,6,6,22,3,8.0,2.2,Distracted
8.6,63,5,5,3,5,20,1,5.9,5.9,Distracted
4.9,15,7,3,4,3,14,2,4.9,5.5,Study Crash Incoming
6.0,28,10,8,0,7,18,0,6.2,5.4,Study Crash Incoming
9.9,98,2,2,3,5,11,1,4.4,6.5,Deep Focus
8.7,59,6,3,8,2,11,2,6.3,7.6,Distracted
7.1,37,0,0,16,9,15,2,6.0,7.8,Deep Focus
5.6,24,6,4,10,4,9,1,4.4,5.7,Distracted
6.2,62,0,1,8,7,17,0,5.2,5.8,Deep Focus
7.1,34,9,6,2,4,6,2,5.4,2.7,Study Crash Incoming
7.1,46,6,4,1,8,21,2,7.5,7.6,Distracted
6.9,74,0,0,3,3,9,2,4.2,5.5,Deep Focus
7.0,125,1,0,1,3,9,1,4.4,5.9,Distracted
6.7,240,0,1,9,1,12,2,5.3,4.9,Study Crash Incoming
4.8,94,4,2,22,9,17,2,7.1,4.4,Study Crash Incoming
6.2,76,9,8,12,8,13,0,7.5,7.7,Study Crash Incoming
8.4,240,4,2,5,7,8,1,6.5,7.1,Study Crash Incoming
4.9,30,1,1,3,7,22,1,7.4,3.3,Study Crash Incoming
6.7,53,2,1,6,1,8,2,8.3,7.4,Distracted
5.8,48,11,5,2,5,21,0,6.3,2.9,Study Crash Incoming
7.2,71,8,7,22,9,22,0,4.4,2.4,Study Crash Incoming
6.4,77,6,3,27,3,17,3,5.8,2.7,Distracted
9.2,198,6,2,8,1,11,2,3.3,8.1,Study Crash Incoming
7.8,21,27,20,8,9,11,2,6.8,5.2,Study Crash Incoming
5.0,57,1,1,15,1,20,2,5.0,4.0,Deep Focus
8.0,37,6,3,6,7,21,2,6.2,7.1,Deep Focus
5.8,21,0,3,1,9,11,1,5.8,5.8,Distracted
6.1,19,1,1,12,8,20,1,5.2,3.0,Deep Focus
7.5,32,2,4,3,1,9,1,6.5,8.1,Deep Focus
6.3,35,0,0,5,9,13,0,5.8,5.5,Deep Focus
8.3,147,3,1,9,1,11,0,4.7,6.4,Distracted
5.8,38,4,2,0,9,20,2,3.8,3.5,Study Crash Incoming
6.1,61,5,5,14,1,21,2,6.7,2.9,Study Crash Incoming
6.0,74,6,5,31,5,11,0,3.6,5.7,Distracted
6.2,65,2,4,1,9,10,1,9.6,3.1,Distracted
8.6,42,3,5,9,3,18,0,8.6,6.3,Deep Focus
7.9,152,1,3,19,1,22,1,2.8,7.6,Distracted
9.6,137,10,5,1,1,22,1,7.3,7.2,Study Crash Incoming
10.0,57,1,1,0,4,12,5,8.3,7.9,Deep Focus
5.5,15,0,0,1,4,20,2,4.8,2.8,Distracted
7.1,44,2,2,16,3,8,0,6.7,5.2,Deep Focus
5.2,33,3,3,16,5,19,3,5.7,3.3,Distracted
5.8,53,11,8,28,4,9,0,7.4,7.0,Distracted
6.1,45,0,0,3,6,11,0,5.1,4.7,Deep Focus
5.4,55,3,2,5,3,18,2,8.0,3.7,Distracted
5.4,72,2,1,4,4,6,4,5.7,3.7,Distracted
6.8,76,0,0,2,9,9,2,5.4,4.2,Distracted
5.2,73,2,1,21,8,12,2,7.3,5.5,Distracted
8.3,89,0,0,13,8,9,3,7.8,8.8,Deep Focus
5.6,105,5,3,10,4,11,2,1.3,5.2,Study Crash Incoming
10.0,43,0,0,5,9,19,2,1.0,5.5,Deep Focus
6.3,172,2,1,4,4,20,1,6.7,4.6,Study Crash Incoming
7.1,204,2,1,1,8,6,1,4.7,2.9,Study Crash Incoming
5.1,30,12,10,4,8,7,0,3.4,8.4,Study Crash Incoming
9.6,148,2,1,40,4,20,3,5.3,9.2,Deep Focus
8.7,73,1,1,2,7,17,0,10.0,8.6,Deep Focus
7.4,65,4,2,1,2,16,2,3.3,7.4,Distracted
5.0,22,0,0,0,4,20,1,7.8,4.0,Deep Focus
7.3,64,2,1,3,6,20,3,4.5,5.1,Distracted
5.3,43,1,0,36,7,7,1,3.1,3.8,Deep Focus
9.2,240,24,15,1,4,17,1,4.8,10.0,Study Crash Incoming
8.2,111,0,1,0,8,21,2,3.2,5.3,Distracted
7.1,57,12,9,12,7,20,1,2.9,4.4,Study Crash Incoming
4.0,111,0,1,1,9,13,1,4.6,4.6,Study Crash Incoming
5.5,47,1,0,9,1,19,0,3.8,5.5,Deep Focus
8.0,15,0,0,3,6,19,0,5.7,1.0,Deep Focus
8.8,154,5,4,1,8,8,4,6.3,6.7,Study Crash Incoming
8.7,63,6,4,9,5,10,2,4.4,2.7,Distracted
4.6,33,1,2,2,3,16,0,7.3,7.1,Deep Focus
7.5,83,4,3,3,6,19,1,4.7,3.1,Study Crash Incoming
8.5,135,4,2,18,5,9,1,5.7,5.0,Distracted
4.5,102,2,1,14,5,18,1,1.7,1.5,Study Crash Incoming
7.0,42,3,3,0,10,18,1,6.2,8.3,Distracted
7.4,15,2,1,0,5,10,2,10.0,5.8,Deep Focus
6.5,133,9,6,1,3,12,1,7.6,9.2,Study Crash Incoming
4.2,51,1,1,21,1,8,1,5.7,6.8,Deep Focus
6.5,12,0,3,11,2,10,2,3.7,7.3,Deep Focus
6.5,21,4,3,2,6,20,3,9.3,2.9,Distracted
6.8,13,2,1,4,3,20,0,5.7,5.4,Deep Focus
6.2,79,5,12,10,2,8,2,4.7,6.9,Study Crash Incoming
6.3,143,0,0,9,4,21,2,4.7,5.2,Distracted
6.9,89,2,2,1,3,22,3,10.0,4.2,Study Crash Incoming
7.7,23,0,0,5,6,12,2,5.8,6.9,Deep Focus
6.5,170,2,3,4,1,11,0,6.9,6.3,Study Crash Incoming
6.4,22,2,2,8,10,6,1,5.6,2.3,Distracted
7.1,125,2,2,3,10,20,1,5.9,4.4,Study Crash Incoming
4.1,61,4,1,5,9,9,4,5.2,5.0,Study Crash Incoming
7.7,10,0,2,19,2,13,4,8.8,7.9,Deep Focus
7.0,23,17,10,4,8,23,1,6.1,4.9,Study Crash Incoming
7.1,16,3,2,12,1,17,0,3.2,5.3,Deep Focus
8.4,62,10,8,10,8,10,0,6.8,6.1,Study Crash Incoming
4.1,98,1,2,0,8,7,3,5.8,2.4,Study Crash Incoming
4.0,77,0,0,12,3,18,1,6.8,4.0,Deep Focus
7.4,135,0,0,11,5,20,0,5.3,6.7,Distracted
7.0,74,5,2,9,10,19,1,4.9,9.1,Study Crash Incoming
7.3,22,0,2,20,2,11,1,7.8,4.2,Deep Focus
6.3,87,5,5,16,6,16,1,9.7,7.6,Distracted
8.0,65,0,4,12,4,20,1,2.3,6.3,Deep Focus
8.4,48,4,3,13,2,18,1,6.2,3.9,Distracted
7.7,128,0,0,0,7,17,0,4.9,6.1,Distracted
6.6,240,4,2,30,10,19,0,4.2,5.0,Study Crash Incoming
4.0,39,0,3,5,6,10,4,1.7,4.1,Distracted
8.2,53,0,1,33,6,14,3,6.7,8.7,Deep Focus
8.8,71,5,3,42,6,18,5,5.0,9.5,Deep Focus
8.0,92,7,5,0,2,21,1,4.9,7.4,Study Crash Incoming
5.7,88,3,2,0,3,22,2,8.4,4.5,Study Crash Incoming
8.0,15,2,3,9,8,20,2,5.1,6.2,Distracted
8.3,10,3,1,10,6,10,2,5.0,9.4,Deep Focus
9.3,69,4,3,15,3,17,1,3.3,5.4,Distracted
5.7,19,1,1,17,1,7,3,4.2,6.2,Deep Focus
6.7,35,1,2,9,2,13,2,8.9,4.4,Deep Focus
8.1,63,9,4,2,6,12,2,7.2,4.3,Study Crash Incoming
7.1,19,4,2,0,3,20,2,8.6,6.2,Deep Focus
5.3,111,1,0,1,8,20,1,4.3,1.9,Study Crash Incoming
7.6,61,0,1,12,6,11,2,6.7,5.6,Deep Focus
7.9,13,4,5,20,2,21,2,8.1,7.5,Deep Focus
7.1,10,7,2,5,3,19,0,7.2,4.1,Distracted
7.3,30,5,5,2,1,18,1,9.2,8.5,Deep Focus
6.6,33,5,2,0,1,9,0,6.8,1.8,Study Crash Incoming
9.2,63,3,2,4,8,12,2,6.0,8.7,Distracted
5.6,20,0,0,13,4,7,2,1.3,2.2,Distracted
6.1,57,0,0,0,9,22,1,6.8,4.0,Study Crash Incoming
7.0,54,0,2,8,3,10,1,7.2,6.0,Deep Focus
8.3,48,1,1,1,4,17,1,8.3,6.1,Deep Focus
4.8,169,5,3,4,6,18,0,4.4,4.2,Study Crash Incoming
5.0,57,0,1,2,3,17,2,5.9,2.7,Study Crash Incoming
4.0,10,0,0,1,5,8,2,2.8,5.8,Distracted
7.0,66,1,2,3,2,8,4,2.8,3.4,Distracted
5.3,16,0,0,6,1,19,2,7.0,2.7,Deep Focus
6.4,35,3,7,0,9,20,1,8.5,4.8,Study Crash Incoming
8.0,40,0,0,1,3,21,0,8.6,4.5,Deep Focus
6.0,38,2,5,2,2,13,0,6.9,7.0,Deep Focus
7.3,24,9,4,0,3,17,0,10.0,5.2,Distracted
6.6,95,4,2,2,5,7,0,5.2,4.8,Study Crash Incoming
8.0,62,13,7,2,5,19,3,7.8,6.1,Study Crash Incoming
7.7,44,5,3,3,8,8,3,3.4,7.0,Distracted
6.0,135,1,1,0,9,9,1,1.0,4.1,Study Crash Incoming
6.7,55,6,6,6,3,9,2,5.0,2.8,Study Crash Incoming
8.6,54,6,5,7,3,6,1,5.8,4.4,Distracted
7.6,33,4,2,7,2,19,3,6.5,7.4,Deep Focus
4.9,59,6,6,2,2,11,3,5.6,5.3,Study Crash Incoming
8.0,32,11,9,6,1,12,0,6.7,6.0,Study Crash Incoming
5.4,73,2,2,5,1,19,2,9.5,4.7,Distracted
9.1,37,0,0,1,5,21,0,7.5,5.7,Deep Focus
8.5,46,2,1,3,7,9,2,4.5,7.4,Deep Focus
7.4,95,0,1,5,9,11,3,1.0,6.6,Distracted
7.2,12,16,14,3,4,9,1,3.8,5.1,Study Crash Incoming
6.7,24,0,2,4,3,10,1,8.7,6.9,Deep Focus
8.0,67,1,2,4,7,19,0,5.0,7.7,Deep Focus
6.4,19,3,2,3,7,6,0,7.4,3.1,Deep Focus
7.4,55,5,2,11,7,7,0,7.3,3.8,Distracted
8.3,90,6,4,8,2,19,2,5.9,9.7,Deep Focus
6.2,22,3,8,0,1,21,0,5.8,5.5,Distracted
6.1,19,0,0,3,6,10,4,4.7,7.7,Deep Focus
5.2,67,2,2,5,5,22,2,10.0,5.2,Distracted
5.4,31,9,8,26,3,11,3,4.1,5.7,Deep Focus
4.3,12,2,1,6,10,14,1,8.2,1.9,Distracted
8.1,31,0,0,5,2,18,0,7.7,4.4,Deep Focus
9.7,29,3,2,15,3,7,0,7.2,7.3,Deep Focus
9.1,69,0,1,5,8,22,1,5.8,4.5,Distracted
4.6,171,3,2,15,6,15,0,3.0,4.9,Study Crash Incoming
8.1,42,16,5,7,3,11,0,3.7,7.8,Study Crash Incoming
9.1,45,2,1,4,6,21,0,4.5,6.3,Deep Focus
6.3,34,3,1,29,5,12,1,6.7,6.3,Deep Focus
7.2,24,5,4,8,3,19,1,7.8,7.6,Deep Focus
4.0,154,1,2,8,7,9,1,6.6,6.2,Study Crash Incoming
7.4,28,0,3,0,8,12,0,6.5,6.2,Distracted
5.4,168,4,1,0,1,8,2,8.1,6.3,Study Crash Incoming
7.3,34,1,1,35,1,19,2,1.8,4.1,Deep Focus
4.7,240,3,4,4,10,17,3,1.6,5.0,Study Crash Incoming
7.8,31,1,3,1,3,7,4,2.9,6.2,Distracted
8.5,21,9,7,1,1,7,3,7.9,5.6,Distracted
5.8,240,3,1,0,6,7,0,2.0,4.1,Study Crash Incoming
5.3,89,3,2,19,4,19,1,6.0,2.9,Distracted
4.0,94,0,0,4,10,19,0,4.2,3.9,Study Crash Incoming
6.6,212,2,4,1,10,22,2,6.3,2.2,Study Crash Incoming
6.1,68,4,3,2,1,8,1,5.7,4.6,Distracted
4.7,28,2,1,3,2,20,3,6.5,4.2,Distracted
7.7,46,1,0,9,7,18,2,5.2,7.1,Deep Focus
6.3,19,5,5,8,4,8,6,7.4,3.1,Distracted
5.4,65,11,7,16,1,6,1,8.9,4.5,Study Crash Incoming
6.2,44,0,5,1,5,10,5,8.5,6.1,Deep Focus
8.6,17,5,2,13,7,10,2,5.3,6.4,Deep Focus
7.9,44,0,1,5,10,20,1,4.3,6.3,Deep Focus
6.8,26,0,3,2,5,8,2,6.4,5.5,Distracted
7.9,101,5,3,2,8,19,1,10.0,2.0,Study Crash Incoming
5.3,45,0,0,0,5,20,0,5.9,3.0,Distracted
7.0,78,0,0,4,7,9,1,7.7,8.6,Deep Focus
7.2,65,1,2,2,10,21,4,7.6,6.1,Deep Focus
6.3,24,5,3,4,9,12,2,7.5,4.8,Distracted
7.7,138,0,0,0,7,8,4,8.5,6.1,Distracted
5.8,19,5,3,7,9,19,1,3.4,5.9,Distracted
7.8,30,12,13,1,2,21,3,4.1,7.7,Study Crash Incoming
7.8,11,2,6,1,8,9,1,6.1,5.2,Distracted
4.0,71,4,4,4,10,10,1,8.5,3.2,Study Crash Incoming
8.8,19,11,5,29,10,19,2,8.5,5.6,Distracted
4.0,93,0,0,0,3,12,0,5.9,3.7,Study Crash Incoming
6.1,35,5,5,5,5,11,0,8.0,4.5,Distracted
8.5,33,0,1,2,7,12,3,5.2,7.1,Deep Focus
6.5,14,3,3,0,1,9,0,4.3,4.5,Distracted
4.8,128,2,1,4,7,20,1,3.3,4.0,Study Crash Incoming
5.4,230,0,0,3,3,14,0,5.7,8.5,Study Crash Incoming
8.5,31,0,0,3,9,10,0,5.3,5.0,Deep Focus
4.1,34,8,4,48,7,19,2,8.0,4.5,Distracted
8.7,64,1,0,2,4,19,4,7.1,4.6,Deep Focus
6.9,52,4,3,1,1,21,4,6.1,6.3,Deep Focus
5.2,167,0,0,5,7,19,0,6.1,6.2,Study Crash Incoming
6.1,62,6,3,0,6,19,2,5.2,3.7,Study Crash Incoming
5.5,207,1,0,21,7,19,2,2.4,3.6,Study Crash Incoming
8.3,130,5,5,16,1,11,2,3.6,7.5,Deep Focus
8.1,43,1,2,4,5,21,2,7.6,5.1,Deep Focus
4.4,42,0,3,6,8,23,1,5.7,5.4,Distracted
6.4,94,9,6,3,10,11,0,3.4,3.8,Study Crash Incoming
5.7,112,0,0,5,4,11,1,8.7,6.8,Distracted
8.9,56,9,6,7,3,9,0,9.4,9.7,Deep Focus
5.0,10,3,5,12,8,12,5,8.4,5.7,Distracted
9.4,77,2,1,4,3,11,2,6.8,6.1,Deep Focus
7.0,113,8,4,1,9,19,1,6.6,4.3,Study Crash Incoming
5.3,19,4,1,0,7,23,1,6.0,3.5,Study Crash Incoming
